Company,Model,Varient,Year,Price,Kms_driven,Fuel_type,Transmission,Ownership,OwnershipLE,Rating,State,Car_Age,Kms_Bucket,Price_log,Kms_driven_log
Maruti,Swift,VDI,2012,255000,170000,Diesel,Manual,2nd owner,2,Verified Owner,Akkarampalle,13,Very High,12.449022745701502,12.04355959836804
Mahindra,XUV300,W8 (O) 1.5 DIESEL,2019,757000,140000,Diesel,Manual,2nd owner,2,CARS24 Assured,Kochi,6,Very High,13.537119853422677,11.849404844423074
Maruti,Celerio,VXI AMT,2016,300000,69200,Petrol,Auto,2nd owner,2,Verified Owner,Maharashtra,9,High,12.611541086966115,11.1447705923684
Chevrolet,Beat,LT PETROL,2010,83000,67820,Petrol,Manual,1st owner,1,Verified Owner,Pashchim,15,High,11.326607934898927,11.124627160483929
Maruti,Wagon,LXI CNG,2011,119000,57240,Petrol,Manual,2nd owner,2,Verified Owner,Bulandshahr,14,High,11.686887175419702,10.955025703818272
Toyota,Innova,,2022,2147000,16090,Petrol,Auto,1st owner,1,CARS24 Assured,Noida,3,Low,14.579582542626994,9.68601538845915
Maruti,Baleno,ZETA PETROL 1.2,2017,514000,84860,Petrol,Manual,1st owner,1,Verified Owner,Jharkhand,8,High,13.1499804899607,11.348769902801896
Hyundai,Verna,FLUIDIC 1.6 VTVT SX,2013,322000,82590,Petrol,Manual,1st owner,1,CARS24 Assured,Noida,12,High,12.682309930111785,11.321655994734853
Maruti,Dzire,VXI,2020,527000,100000,Petrol,Manual,2nd owner,2,CARS24 Assured,Kashipur,5,High,13.174957725054906,11.51293546492023
Tata,NEXON,XM PLUS SUNROOF PETROL,2023,771000,14660,Petrol,Manual,1st owner,1,CARS24 Assured,Delhi,2,Low,13.555444949561487,9.592946185938265
Hyundai,GRAND,,2020,625000,57550,Diesel,Manual,1st owner,1,CARS24 Assured,Hyderabad,5,High,13.345508528717259,10.960426790193678
Maruti,Swift,LDI,2016,234000,89390,Diesel,Manual,2nd owner,2,Verified Owner,Jodhpur,9,High,12.36308066783498,11.400775284952987
Hyundai,AURA,S 1.2 CNG,2022,623000,64440,CNG,Manual,1st owner,1,CARS24 Assured,Noida,3,High,13.342303402904738,11.07350535548211
Hyundai,Grand,,2019,475000,58310,Petrol,Manual,1st owner,1,CARS24 Assured,Jaipur,6,High,13.07107218827772,10.973546033786176
Hyundai,Elite,,2017,380000,71780,Diesel,Manual,1st owner,1,Verified Owner,Pradesh,8,High,12.847929163278053,11.181375096061787
Chevrolet,Cruze,LTZ,2010,169000,100000,Diesel,Manual,3rd owner,3,Verified Owner,Gujarat,15,High,12.037659911047468,11.51293546492023
Renault,Kiger,RXZ AMT DUAL TONE,2021,600000,35070,Petrol,Auto,1st owner,1,CARS24 Assured,Mori,4,Medium,13.304686600863562,10.465129857127469
Mahindra,Bolero,B6 (O),2022,900000,63730,Diesel,Manual,1st owner,1,CARS24 Assured,Road,3,High,13.710151153416941,11.062426379382472
Skoda,Rapid,AMBITION 1.6 TDI CR MT,2013,330000,120000,Diesel,Manual,3rd owner,3,Verified Owner,Karnataka,12,Very High,12.706850963741102,11.695255355062795
Hyundai,i10,SPORTZ 1.2 AT,2010,254000,59760,Petrol,Auto,2nd owner,2,Verified Owner,Kerala,15,High,12.445093483000798,10.998108553267764
Tata,NEXON,XM PETROL,2019,550000,140000,Petrol,Manual,1st owner,1,Verified Owner,Gurugram,6,Very High,13.217675375388819,11.849404844423074
Renault,TRIBER,RXZ AMT DUAL TONE,2023,710000,31070,Petrol,Auto,1st owner,1,CARS24 Assured,Hyderabad,2,Medium,13.47302165746721,10.344030187256989
Renault,Duster,110 PS RXZ DIESEL,2018,793000,35680,Diesel,Manual,1st owner,1,CARS24 Assured,Bengaluru,7,Medium,13.583579761650238,10.482373613207029
Maruti,Dzire,ZXI CNG,2022,660000,60910,CNG,Manual,1st owner,1,CARS24 Assured,Patna,3,High,13.399996629152975,11.01716906136117
Hyundai,i10,MAGNA 1.2,2010,100000,83620,Petrol,Manual,2nd owner,2,Verified Owner,Palwal,15,High,11.51293546492023,11.334049963700565
Maruti,Swift,LXI (O),2016,315000,150000,Petrol,Manual,1st owner,1,Verified Owner,Gujarat,9,Very High,12.660331092405906,11.918397239722838
Hyundai,GRAND,,2020,410000,62710,Petrol,Manual,1st owner,1,Verified Owner,Haryana,5,High,12.923914877701906,11.046292149829952
Hyundai,XCENT,,2017,245000,71290,Petrol,Manual,2nd owner,2,Verified Owner,Karnal,8,High,12.409017571151187,11.174525371226087
Maruti,Swift,VXI AMT,2020,650000,31290,Petrol,Auto,1st owner,1,CARS24 Assured,Dehradun,5,Medium,13.384729180332174,10.35108579524461
Maruti,Swift,VXI,2024,684000,21000,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,1,Medium,13.435714658591923,9.952325334619427
Renault,TRIBER,RXZ,2021,600000,46520,Petrol,Manual,1st owner,1,CARS24 Assured,Bengaluru,4,Medium,13.304686600863562,10.747659102532259
Maruti,Baleno,SIGMA PETROL 1.2,2021,436000,47370,Petrol,Manual,2nd owner,2,CARS24 Assured,Mori,4,Medium,12.985399815906522,10.765765506102406
Mahindra,XUV300,W8 (O) 1.5 DIESEL,2021,870000,67060,Diesel,Manual,1st owner,1,Verified Owner,Dhaniakhali,4,High,13.676249640055394,11.113357931928125
Hyundai,EXTER,EX 1.2 MT,2025,568000,1360,Petrol,Manual,1st owner,1,CARS24 Assured,Gurugram,0,Low,13.249878458265119,7.215975002651466
Mahindra,Scorpio,LX,2010,170000,110000,Diesel,Manual,3rd owner,3,Verified Owner,Kanpur,15,Very High,12.04355959836804,11.608244735642321
Hyundai,Eon,ERA + LPG,2012,133000,56650,Petrol,Manual,3rd owner,3,Verified Owner,Kerala,13,High,11.798111925972618,10.944664918551014
Renault,Kwid,RXT 1.0 AMT (O),2021,407000,40280,Petrol,Auto,2nd owner,2,CARS24 Assured,Bengaluru,4,Medium,12.91657092142417,10.603635172740818
Hyundai,Elite,,2014,255000,46340,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,11,Medium,12.449022745701502,10.743782377382361
Maruti,Alto,VXI PLUS,2023,475000,6570,Petrol,Manual,1st owner,1,CARS24 Assured,Chennai,2,Low,13.07107218827772,8.790421306897867
Skoda,Laura,AMBIENTE 1.9 TDI MT,2011,175000,110000,Diesel,Manual,3rd owner,3,Verified Owner,Kanpur,14,Very High,12.07254696717504,11.608244735642321
Maruti,SX4,VXI,2010,80000,180000,Petrol,Manual,6th owner,6,Verified Owner,Gujarat,15,Very High,11.289794413577894,12.100717685412471
Maruti,Wagon,VXI,2011,132000,110000,Petrol,Manual,4th owner,4,Verified Owner,Gujarat,14,Very High,11.790564777297387,11.608244735642321
Maruti,A,VXI,2010,199000,100000,Petrol,Manual,4th owner,4,Verified Owner,Sangli,15,High,12.201065128819632,11.51293546492023
Skoda,KUSHAQ,STYLE 1.0L TSI MT,2021,1125000,97300,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,4,High,13.933294482509151,11.485564545613576
Maruti,Wagon,VXI,2018,299000,54090,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,7,High,12.608202196848836,10.898423092400252
Renault,TRIBER,RXZ,2022,650000,37680,Petrol,Manual,1st owner,1,CARS24 Assured,Chennai,3,Medium,13.384729180332174,10.53691126761627
Maruti,Swift,VDI,2012,355000,130000,Diesel,Manual,1st owner,1,Verified Owner,Pradesh,13,Very High,12.779875885354993,11.775297421715827
Mahindra,XUV700,MX D MT 5 STR,2023,1395000,35600,Diesel,Manual,1st owner,1,Verified Owner,Gwalior,2,Medium,14.148405690083225,10.480129006333248
Tata,NEXON,XZ PLUS (O) DIESEL,2021,999000,67820,Diesel,Manual,1st owner,1,Verified Owner,Bhopal,4,High,13.81451105863119,11.124627160483929
Ford,Endeavour,3.0L 4X4 AT,2010,340000,140000,Diesel,Auto,2nd owner,2,Verified Owner,Bhopal,15,Very High,12.73670383776449,11.849404844423074
Maruti,Vitara,,2016,468000,79920,Diesel,Manual,1st owner,1,CARS24 Assured,Patna,9,High,13.056225711649638,11.288793925756666
Hyundai,Elite,,2019,450000,190000,Diesel,Manual,1st owner,1,Verified Owner,Gujarat,6,Very High,13.017005083966255,12.154784614286667
Renault,Duster,85 PS RXE DIESEL,2015,175000,140000,Diesel,Manual,1st owner,1,Verified Owner,HR,10,Very High,12.07254696717504,11.849404844423074
Renault,Kwid,RXT 0.8,2017,148000,64050,Petrol,Manual,1st owner,1,Verified Owner,Gujarat,8,High,11.904974309480183,11.0674349200055
Fiat,Punto,,2015,259000,21600,Diesel,Manual,1st owner,1,Verified Owner,Kota,10,Medium,12.464587201678082,9.980494888896912
Hyundai,Grand,,2015,278000,81760,Petrol,Manual,2nd owner,2,CARS24 Assured,Seawood,10,High,12.535379989788607,11.311555636282499
Hyundai,Grand,,2018,453000,74030,CNG,Manual,1st owner,1,CARS24 Assured,Jaipur,7,High,13.023649611968253,11.212239203383193
Ford,Figo,,2018,372000,37930,Petrol,Manual,1st owner,1,CARS24 Assured,Seawood,7,Medium,12.826651821423713,10.543523998690803
Ford,Ecosport,TITANIUM 1.5L DIESEL,2017,652000,140000,Diesel,Manual,1st owner,1,Verified Owner,Bahadurgarh,8,Very High,13.387801374649944,11.849404844423074
Volkswagen,Vento,,2013,365000,110000,Diesel,Manual,2nd owner,2,CARS24 Assured,Bengaluru,12,Very High,12.807655372286902,11.608244735642321
Hyundai,Verna,1.6 CRDI SX + AT,2017,814000,85810,Diesel,Auto,1st owner,1,CARS24 Assured,Hyderabad,8,High,13.609716873485151,11.359902482386683
Hyundai,Elite,,2015,425000,40570,Petrol,Manual,1st owner,1,CARS24 Assured,3,10,Medium,12.959846800844963,10.610808804651954
Tata,PUNCH,CREATIVE AMT,2023,851000,6290,Petrol,Auto,1st owner,1,CARS24 Assured,Whitefield,2,Low,13.654168582642953,8.74687531957003
Tata,NEXON,XZ PLUS PETROL,2020,848000,68420,Petrol,Manual,3rd owner,3,Verified Owner,Vijayawada,5,High,13.650637094018627,11.13343507403426
Tata,Harrier,XZ Plus 2.0Lkryotec halo edition,2022,1200000,48230,Diesel,Manual,1st owner,1,Verified Owner,Guwahati,3,Medium,13.997832948091215,10.783757246831069
KIA,SELTOS,HTX 1.5 PETROL,2019,975000,62910,Petrol,Manual,1st owner,1,CARS24 Assured,Delhi,6,High,13.790193775620484,11.04947630816179
Hyundai,Grand,,2015,184000,100000,Diesel,Manual,1st owner,1,Verified Owner,Punjab,10,High,12.122696471358964,11.51293546492023
Tata,Indica,LS,2016,143000,150000,Diesel,Manual,1st owner,1,Verified Owner,Nadu,9,Very High,11.870606902224587,11.918397239722838
Maruti,New,,2021,471000,22170,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,4,Medium,13.062615496138552,10.00654040759221
Hyundai,Creta,E PLUS 1.6 PETROL,2017,682000,54080,Petrol,Manual,1st owner,1,CARS24 Assured,Chandigarh,8,High,13.432786403100184,10.898238201670146
Maruti,SX4,VDI,2011,173000,110000,Diesel,Manual,3rd owner,3,Verified Owner,Nanded,14,Very High,12.06105265381003,11.608244735642321
Hyundai,Elite,,2017,330000,80310,Diesel,Manual,1st owner,1,Verified Owner,Rajasthan,8,High,12.706850963741102,11.293661876854456
Tata,PUNCH,CREATIVE AMT 1.2 RTN DUAL TONE,2023,860000,19260,Petrol,Auto,1st owner,1,CARS24 Assured,Bengaluru,2,Low,13.664688831019712,9.865837605084222
Maruti,Ertiga,ZDI,2013,650000,91240,Diesel,Manual,1st owner,1,Verified Dealer,Nashik,12,High,13.384729180332174,11.42125963644348
Hyundai,NEW,,2021,505000,27590,Petrol,Manual,1st owner,1,CARS24 Assured,Nagpur,4,Medium,13.132315688453556,10.225244911570808
Hyundai,Xcent,S (O) 1.2,2015,420000,66460,Petrol,Manual,1st owner,1,Verified Dealer,Nashik,10,High,12.948012371209098,11.104370588439984
Volkswagen,Polo,,2015,299000,35700,Petrol,Manual,2nd owner,2,CARS24 Assured,Mumbai,10,Medium,12.608202196848836,10.482933978579906
Hyundai,GRAND,,2021,610000,74110,CNG,Manual,1st owner,1,CARS24 Assured,Nagar,4,High,13.321215875492413,11.213319248310043
Tata,NEXON,XZA PLUS SUNROOF PETROL,2021,810000,81820,Petrol,Auto,1st owner,1,CARS24 Assured,Mumbai,4,High,13.60479076121576,11.312289213359325
Tata,TIGOR,XT PETROL,2018,299000,56160,Petrol,Manual,2nd owner,2,Verified Owner,Rajasthan,7,High,12.608202196848836,10.935977844808969
Maruti,Dzire,VXI,2020,619000,94600,Petrol,Manual,1st owner,1,Verified Dealer,Bhubaneswar,5,High,13.335862167174314,11.457423325808623
Maruti,Baleno,DELTA PETROL 1.2,2022,605000,24820,Petrol,Manual,1st owner,1,CARS24 Assured,Surat,3,Medium,13.312985389904174,10.119445348035613
Hyundai,Creta,E 1.5 DIESEL,2022,995000,30570,Diesel,Manual,1st owner,1,CARS24 Assured,Noida,3,Medium,13.81049902116535,10.327807126158824
Honda,City,1.5L I-VTEC V MT 4TH GEN,2021,790000,24190,Petrol,Manual,1st owner,1,CARS24 Assured,Nagpur,4,Medium,13.579789490265188,10.093735942146068
Hyundai,Grand,ASTA 1.1 CRDI,2014,311000,63350,Diesel,Manual,1st owner,1,Verified Owner,Bengaluru,11,High,12.647551406590285,11.05644597094435
Renault,TRIBER,RXL MT,2023,614000,19320,Petrol,Manual,1st owner,1,CARS24 Assured,Hyderabad,2,Low,13.327751835792448,9.868947866261383
Hyundai,Creta,EX 1.4 DIESEL,2019,692000,190000,Diesel,Manual,3rd owner,3,Verified Owner,Gujarat,6,Very High,13.447342679685468,12.154784614286667
Maruti,Swift,VDI ABS,2010,169000,130000,Diesel,Manual,1st owner,1,Verified Owner,Ambikapur,15,Very High,12.037659911047468,11.775297421715827
Volkswagen,Ameo,,2016,350000,140000,Diesel,Manual,2nd owner,2,Verified Owner,Erode,9,Very High,12.765691290604371,11.849404844423074
Honda,BR-V,1.5L I-VTEC S,2019,658000,96760,Petrol,Manual,1st owner,1,CARS24 Assured,Kochi,6,High,13.396961730063138,11.47999929951967
Renault,TRIBER,RXZ,2020,507000,11870,Petrol,Manual,2nd owner,2,CARS24 Assured,Patna,5,Low,13.136268254957963,9.381853730053534
Tata,PUNCH,PURE MT,2024,610000,6600,Petrol,Manual,1st owner,1,CARS24 Assured,Mumbai,1,Low,13.321215875492413,8.79497643168877
Ford,Ecosport,TITANIUM 1.5L PETROL AT,2016,489000,84980,Petrol,Auto,1st owner,1,CARS24 Assured,Gurugram,9,High,13.100119813444692,11.350182981074266
Volkswagen,Polo,,2017,560000,59030,Petrol,Manual,1st owner,1,CARS24 Assured,Yeswanthpur,8,High,13.235693848424024,10.985818008629956
Ford,Ecosport,TITANIUM 1.5L DIESEL,2019,660000,90200,Diesel,Manual,1st owner,1,CARS24 Assured,Jaipur,6,High,13.399996629152975,11.409795792463761
Nissan,MAGNITE,XL,2021,512000,37400,Petrol,Manual,2nd owner,2,CARS24 Assured,Vadapalani,4,Medium,13.146081857144738,10.529452721013085
Honda,City,1.5L I-VTEC SV,2018,662000,21060,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,7,Medium,13.403022345492023,9.955178267941482
Maruti,Baleno,ZETA CVT PETROL 1.2,2021,670000,2410,Petrol,Auto,2nd owner,2,CARS24 Assured,Mumbai,4,Low,13.415034483903348,7.787796878181171
Maruti,IGNIS,ZETA 1.2 AMT,2018,485000,80180,Petrol,Auto,2nd owner,2,CARS24 Assured,Hyderabad,7,High,13.091906231773164,11.292041858056864
Maruti,FRONX,SIGMA 1.2 MT,2024,686000,14480,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,1,Low,13.438634364432907,9.580592724328602
Maruti,Dzire,VXI,2019,458000,100000,Petrol,Manual,2nd owner,2,CARS24 Assured,East,6,High,13.034626646500051,11.51293546492023
Maruti,Alto,VXI,2012,150000,35200,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,13,Medium,11.918397239722838,10.468829770273567
Honda,City,1.5L I-VTEC VX,2020,817000,16340,Petrol,Manual,1st owner,1,CARS24 Assured,Delhi,5,Low,13.613395597831598,9.701432566051784
Maruti,Swift,ZXI,2011,219000,91410,Petrol,Manual,1st owner,1,Verified Owner,Rajasthan,14,High,12.296831574998258,11.423121100310157
Renault,TRIBER,RXZ,2020,572000,58680,Petrol,Manual,1st owner,1,CARS24 Assured,Bengaluru,5,High,13.256896018612155,10.97987127369317
Volkswagen,Polo,,2015,170000,93970,Diesel,Manual,4th owner,4,Verified Owner,Odisha,10,High,12.04355959836804,11.450741503014646
Nissan,MAGNITE,XV RED EDITION,2022,540000,35050,Petrol,Manual,1st owner,1,CARS24 Assured,Kolkata,3,Medium,13.199326270390594,10.464559422726214
KIA,SONET,GTX PLUS 1.0 DCT,2020,765000,54230,Petrol,Auto,2nd owner,2,CARS24 Assured,Patna,5,High,13.547632419997361,10.901007979642964
Datsun,Redi,S,2016,139000,56370,Petrol,Manual,2nd owner,2,Verified Owner,Bhujiapani,9,High,11.842236406331555,10.939710120850858
Hyundai,VENUE,S+ 1.2,2022,648000,41460,Petrol,Manual,2nd owner,2,CARS24 Assured,Lucknow,3,Medium,13.381647518543097,10.632508505332279
Tata,NEXON,XZA PLUS DIESEL,2018,785000,120000,Diesel,Auto,2nd owner,2,CARS24 Assured,Hyderabad,7,Very High,13.573440270649085,11.695255355062795
Hyundai,GRAND,,2021,570000,23990,Petrol,Auto,2nd owner,2,CARS24 Assured,Chennai,4,Medium,13.25339339419516,10.085434038999999
KIA,SONET,HTK PLUS 1.0 IMT,2023,964000,20780,Petrol,Manual,1st owner,1,CARS24 Assured,3,2,Medium,13.778847610936543,9.941794386690715
Hyundai,i20,ASTA (O) 1.2,2009,215000,68000,Petrol,Manual,2nd owner,2,Verified Dealer,Ranchi,16,High,12.278397958261774,11.127277689932466
Hyundai,i10,MAGNA 1.1,2016,326000,76470,Petrol,Manual,1st owner,1,Verified Dealer,Raipur,9,High,12.694655727828803,11.244666862976437
Maruti,Swift,ZXI,2013,345000,60130,Petrol,Manual,2nd owner,2,Verified Dealer,Ranchi,12,High,12.75130259456002,11.004280794528954
Hyundai,i10,ASTA 1.2 AT SUNROOF,2010,178000,56380,Petrol,Auto,2nd owner,2,Verified Owner,Khopoli,15,High,12.08954444723597,10.939887501296903
Maruti,Alto,VXI,2021,370000,8650,Petrol,Manual,1st owner,1,CARS24 Assured,Chennai,4,Low,12.821260987319457,9.065430200180375
Toyota,Glanza,G ISG,2019,495000,87240,Petrol,Manual,1st owner,1,CARS24 Assured,Faridabad,6,High,13.112315061750808,11.37642968288169
Maruti,Alto,LXI,2010,100000,47450,Petrol,Manual,2nd owner,2,Verified Owner,Haryana,15,Medium,11.51293546492023,10.767452878631598
Hyundai,Verna,FLUIDIC 4S 1.6 VTVT S(O),2015,505000,110000,Petrol,Manual,2nd owner,2,CARS24 Assured,Hyderabad,10,Very High,13.132315688453556,11.608244735642321
Hyundai,VENUE,S 1.2,2021,653000,14620,Petrol,Manual,1st owner,1,CARS24 Assured,Mori,4,Low,13.389333939650964,9.590214130417438
Maruti,Wagon,VXI,2016,311000,86650,Petrol,Manual,2nd owner,2,Verified Owner,Bengal,9,High,12.647551406590285,11.36964383575806
Honda,City,1.5L I-VTEC V MT,2018,721000,53110,Petrol,Manual,1st owner,1,CARS24 Assured,Whitefield,7,High,13.488395803228677,10.880139342084975
Tata,Tiago,XM PETROL,2018,329000,66020,Petrol,Manual,1st owner,1,CARS24 Assured,Chandigarh,7,High,12.703816069256568,11.097728152217645
KIA,SONET,HTE 1.2,2022,793000,17290,Petrol,Manual,1st owner,1,CARS24 Assured,Nagar,3,Low,13.583579761650238,9.75794141390479
Hyundai,Grand,,2018,520000,70470,Petrol,Auto,1st owner,1,CARS24 Assured,Chennai,7,High,13.161586013632684,11.162956556656031
Hyundai,Elite,,2019,670000,69800,Petrol,Auto,1st owner,1,CARS24 Assured,Hyderabad,6,High,13.415034483903348,11.153403615295403
Skoda,Superb,,2012,323000,76080,Diesel,Auto,1st owner,1,Verified Owner,Rajasthan,13,High,12.685410698175234,11.239553841191775
Tata,NEXON,Creative Plus 1.5 Revotorq 6AMT Dark Edition,2024,1370000,33020,Diesel,Auto,1st owner,1,CARS24 Assured,Nagpur,1,Medium,14.130322027731049,10.4048990016915
Tata,TIGOR,XZ PETROL,2017,362000,57680,Petrol,Manual,1st owner,1,CARS24 Assured,Nagpur,8,High,12.799402253235032,10.962683108840446
Hyundai,VENUE,S 1.2,2021,587000,41890,Petrol,Manual,2nd owner,2,Verified Owner,Rajasthan,4,Medium,13.282781802386296,10.642826285701982
Maruti,Ertiga,ZXI+ SHVS,2019,810000,35520,Petrol,Manual,1st owner,1,CARS24 Assured,Delhi,6,Medium,13.60479076121576,10.477879349862967
Tata,Hexa,XE 4X2 7 STR,2017,477000,150000,Diesel,Manual,1st owner,1,Verified Owner,Agartala,8,Very High,13.07527386630434,11.918397239722838
Hyundai,Grand,,2015,111000,70000,Diesel,Manual,4th owner,4,Verified Owner,Rajasthan,10,High,11.6172944892629,11.156264806643742
Jeep,Compass,SPORT 2.0 DIESEL,2017,704000,73550,Diesel,Manual,2nd owner,2,CARS24 Assured,Seawood,8,High,13.464535055593716,11.205734322130223
Hyundai,Grand,,2017,347000,85510,CNG,Manual,2nd owner,2,CARS24 Assured,Delhi,8,High,12.757082940769225,11.35640030162027
KIA,SONET,HTK PLUS 1.0 TURBO PETROL IMT,2023,1006000,14600,Petrol,Manual,1st owner,1,CARS24 Assured,Vadapalani,2,Low,13.821493623677112,9.588845298501564
Maruti,Baleno,DELTA PETROL 1.2,2018,432000,42610,Petrol,Manual,2nd owner,2,CARS24 Assured,Delhi,7,Medium,12.976183182038383,10.659867714887898
Tata,NEXON,XZA PLUS DIESEL DARK EDITION,2022,1030000,31730,Diesel,Auto,1st owner,1,CARS24 Assured,Mori,3,Medium,13.845070331079134,10.365049399996163
Hyundai,Creta,SX 1.6 PETROL,2019,764000,48460,Petrol,Manual,1st owner,1,CARS24 Assured,Lucknow,6,Medium,13.546324377048325,10.788514629733339
Ford,Ecosport,,2020,683000,77670,Petrol,Auto,1st owner,1,CARS24 Assured,Surat,5,High,13.434251602680698,11.260237236314717
Maruti,Baleno,ZETA PETROL 1.2,2019,585000,77870,Petrol,Manual,1st owner,1,CARS24 Assured,Guntur,6,High,13.279368835614243,11.262808890404589
Maruti,Swift,VXI AMT,2022,645000,48890,Petrol,Auto,1st owner,1,CARS24 Assured,Hyderabad,3,Medium,13.377007146164305,10.797348609444098
Maruti,Swift,VDI,2014,230000,190000,Diesel,Manual,3rd owner,3,Verified Owner,Gurugram,11,Very High,12.345838935721968,12.154784614286667
Maruti,Celerio,ZXI AMT (O),2017,464000,60560,Petrol,Auto,1st owner,1,CARS24 Assured,Kochi,8,High,13.047641986378483,11.011406400524537
Hyundai,GRAND,,2021,378000,18090,Petrol,Manual,2nd owner,2,Verified Owner,Kanpur,4,Low,12.84265212010087,9.803169856021261
Hyundai,Creta,E PLUS 1.4 DIESEL,2018,629000,80760,Diesel,Manual,2nd owner,2,CARS24 Assured,Delhi,7,High,13.351888125506433,11.299249454717621
Hyundai,NEW,,2023,600000,8510,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,2,Low,13.304686600863562,9.049114723476961
Honda,City,1.5L I-VTEC VX CVT,2021,1100000,51600,Petrol,Auto,1st owner,1,Verified Owner,Gujarat,4,High,13.910821646859095,10.851296331126829
Hyundai,Elite,ASTA 1.4 CRDI (O),2018,680000,43670,Diesel,Manual,2nd owner,2,Verified Owner,Nadu,7,Medium,13.429849547739444,10.68443954523277
Renault,TRIBER,RXT,2019,496000,39140,Petrol,Manual,2nd owner,2,CARS24 Assured,Chennai,6,Medium,13.114333221834064,10.574925789933857
Nissan,Terrano,XL D Plus,2018,699000,220000,Diesel,Manual,1st owner,1,Verified Owner,Pradesh,7,Very High,13.457407451830088,12.301387370778713
KIA,SONET,GTX PLUS 1.0 DCT,2020,885000,31000,Petrol,Auto,1st owner,1,CARS24 Assured,Delhi,5,Medium,13.69334405393293,10.34177474101152
Tata,NEXON,CREATIVE 1.2 REVOTRON 7 DCA,2023,1058000,33360,Petrol,Auto,1st owner,1,CARS24 Assured,Ghaziabad,2,Medium,13.871891836579518,10.415142832042596
Hyundai,Elite,ASTA 1.2,2014,384000,21650,Petrol,Manual,1st owner,1,CARS24 Assured,Delhi,11,Medium,12.85840043573314,9.982806921740384
