Brand,Model,Price,Kms_driven,Fuel_type,Transmission,Ownership,Rating,State
2017 Renault Kwid,RXT 1.0,₹2.29 lakh,89.36k km,Petrol,Manual,2nd owner,CARS24 Assured,"Kakkanad, Kochi"
2023 Tata NEXON,XM PLUS SUNROOF PETROL,₹7.28 lakh,15.76k km,Petrol,Manual,1st owner,Verified Owner,Thakur Basti Fatehabad
2012 Maruti Swift,VDI,₹2.55 lakh,1.7L km,Diesel,Manual,2nd owner,Verified Owner,Mangalam Akkarampalle
2019 Mahindra XUV300,W8 (O) 1.5 DIESEL,₹7.57 lakh,1.4L km,Diesel,Manual,2nd owner,CARS24 Assured,"Kakkanad, Kochi"
2016 Maruti Celerio,VXI AMT,₹3.00 lakh,69.20k km,Petrol,Auto,2nd owner,Verified Owner,Alibag Chendhare Maharashtra
2010 Chevrolet Beat,LT PETROL,₹0.83 lakh,67.82k km,Petrol,Manual,1st owner,Verified Owner,Unchapul Manpur Pashchim
2011 Maruti Wagon R 1.0,LXI CNG,₹1.19 lakh,57.24k km,Petrol,Manual,2nd owner,Verified Owner,Shastri Nagar Bulandshahr
2022 Toyota Innova Crysta,,₹21.47 lakh,16.09k km,Petrol,Auto,1st owner,CARS24 Assured,"Sector-18, Noida"
2017 Maruti Baleno,ZETA PETROL 1.2,₹5.14 lakh,84.86k km,Petrol,Manual,1st owner,Verified Owner,Hatia Ranchi Jharkhand
2013 Hyundai Verna,FLUIDIC 1.6 VTVT SX,₹3.22 lakh,82.59k km,Petrol,Manual,1st owner,CARS24 Assured,"Gaur City mall, Multilevel parking, Greater Noida"
2020 Maruti Dzire,VXI,₹5.27 lakh,1.0L km,Petrol,Manual,2nd owner,CARS24 Assured,"CARS24 Network, Anaj Mandi, Kashipur"
2023 Tata NEXON,XM PLUS SUNROOF PETROL,₹7.71 lakh,14.66k km,Petrol,Manual,1st owner,CARS24 Assured,"Metro Walk, Rohini, New Delhi"
2020 Hyundai GRAND I10 NIOS,,₹6.25 lakh,57.55k km,Diesel,Manual,1st owner,CARS24 Assured,"Bachupally, Hyderabad"
2016 Maruti Swift Dzire,LDI,₹2.34 lakh,89.39k km,Diesel,Manual,2nd owner,Verified Owner,Basni Jodhpur
2022 Hyundai AURA,S 1.2 CNG,₹6.23 lakh,64.44k km,CNG,Manual,1st owner,CARS24 Assured,"Sector-18, Noida"
2019 Hyundai Grand i10,,₹4.75 lakh,58.31k km,Petrol,Manual,1st owner,CARS24 Assured,"Mansarovar, Jaipur"
2017 Hyundai Elite i20,,₹3.80 lakh,71.78k km,Diesel,Manual,1st owner,Verified Owner,FCI Colony Bareilly Uttar Pradesh
2010 Chevrolet Cruze,LTZ,₹1.69 lakh,100.00k km,Diesel,Manual,3rd owner,Verified Owner,Gondal Gujarat
2021 Renault Kiger,RXZ AMT DUAL TONE,₹6.00 lakh,35.07k km,Petrol,Auto,1st owner,CARS24 Assured,"Dewas Naka, Lasudia Mori"
2022 Mahindra Bolero,B6 (O),₹9.00 lakh,63.73k km,Diesel,Manual,1st owner,CARS24 Assured,Tonk Road
2013 Skoda Rapid,AMBITION 1.6 TDI CR MT,₹3.30 lakh,1.2L km,Diesel,Manual,3rd owner,Verified Owner,Basavanagudi Shivamogga Karnataka
2010 Hyundai i10,SPORTZ 1.2 AT,₹2.54 lakh,59.76k km,Petrol,Auto,2nd owner,Verified Owner,Koratty Infopark Koratty Kerala
2019 Tata NEXON,XM PETROL,₹5.50 lakh,1.4L km,Petrol,Manual,1st owner,Verified Owner,Sector 38 Gurugram
2023 Renault TRIBER,RXZ AMT DUAL TONE,₹7.10 lakh,31.07k km,Petrol,Auto,1st owner,CARS24 Assured,"Upperpally, Attapur, Hyderabad"
2018 Renault Duster,110 PS RXZ DIESEL,₹7.93 lakh,35.68k km,Diesel,Manual,1st owner,CARS24 Assured,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2022 Maruti Dzire,ZXI CNG,₹6.60 lakh,60.91k km,CNG,Manual,1st owner,CARS24 Assured,"Atal Path, Patna"
2010 Hyundai i10,MAGNA 1.2,₹1.00 lakh,83.62k km,Petrol,Manual,2nd owner,Verified Owner,Tuhiram Colony Palwal
2016 Maruti Swift Dzire,LXI (O),₹3.15 lakh,1.5L km,Petrol,Manual,1st owner,Verified Owner,GIDC Vapi Gujarat
2020 Hyundai GRAND I10 NIOS,,₹4.10 lakh,62.71k km,Petrol,Manual,1st owner,Verified Owner,Housing Board Colony Bhiwani Haryana
2017 Hyundai XCENT PRIME,,₹2.45 lakh,71.29k km,Petrol,Manual,2nd owner,Verified Owner,Model Town Karnal
2020 Maruti Swift,VXI AMT,₹6.50 lakh,31.29k km,Petrol,Auto,1st owner,CARS24 Assured,"CARS24 Network, Shubhash Nagar Chowk, Dehradun"
2024 Maruti Swift,VXI,₹6.84 lakh,21.00k km,Petrol,Manual,1st owner,Verified Owner,Kalyanpur Kanpur Uttar Pradesh
2021 Renault TRIBER,RXZ,₹6.00 lakh,46.52k km,Petrol,Manual,1st owner,CARS24 Assured,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2021 Maruti Baleno,SIGMA PETROL 1.2,₹4.36 lakh,47.37k km,Petrol,Manual,2nd owner,CARS24 Assured,"Dewas Naka, Lasudia Mori"
2021 Mahindra XUV300,W8 (O) 1.5 DIESEL,₹8.70 lakh,67.06k km,Diesel,Manual,1st owner,Verified Owner,Madanmohan Tola Dhaniakhali
2025 Hyundai EXTER,EX 1.2 MT,₹5.68 lakh,1.36k km,Petrol,Manual,1st owner,CARS24 Assured,"M3M Urbana, Golf Course Ext., Gurugram"
2010 Mahindra Scorpio,LX,₹1.70 lakh,1.1L km,Diesel,Manual,3rd owner,Verified Owner,Permat Kanpur
2012 Hyundai Eon,ERA + LPG,₹1.33 lakh,56.65k km,Petrol,Manual,3rd owner,Verified Owner,Palayam Thiruvananthapuram Kerala
2021 Renault Kwid,RXT 1.0 AMT (O),₹4.07 lakh,40.28k km,Petrol,Auto,2nd owner,CARS24 Assured,"GT World Mall, Bengaluru"
2014 Hyundai Elite i20,,₹2.55 lakh,46.34k km,Petrol,Manual,1st owner,Verified Owner,Sheela Nagar Visakhapatnam Andhra Pradesh
2023 Maruti Alto K10,VXI PLUS,₹4.75 lakh,6.57k km,Petrol,Manual,1st owner,CARS24 Assured,"Navalur, Chennai"
2011 Skoda Laura,AMBIENTE 1.9 TDI MT,₹1.75 lakh,1.1L km,Diesel,Manual,3rd owner,Verified Owner,Krishna Nagar Kanpur
2010 Maruti SX4,VXI,₹0.80 lakh,1.8L km,Petrol,Manual,6th owner,Verified Owner,Chandnagar Himatnagar Gujarat
2011 Maruti Wagon R 1.0,VXI,₹1.32 lakh,1.1L km,Petrol,Manual,4th owner,Verified Owner,Hapa Industrial Area Jamnagar Gujarat
2010 Maruti A Star,VXI,₹1.99 lakh,1.0L km,Petrol,Manual,4th owner,Verified Owner,Gokul Nagar Sangli
2021 Skoda KUSHAQ,STYLE 1.0L TSI MT,₹11.25 lakh,97.30k km,Petrol,Manual,1st owner,Verified Owner,Arjunpuram Baraut Uttar Pradesh
2018 Maruti Wagon R 1.0,VXI,₹2.99 lakh,54.09k km,Petrol,Manual,1st owner,Verified Owner,Maharajpura Gwalior Madhya Pradesh
2022 Renault TRIBER,RXZ,₹6.50 lakh,37.68k km,Petrol,Manual,1st owner,CARS24 Assured,"Navalur, Chennai"
2012 Maruti Swift Dzire,VDI,₹3.55 lakh,1.3L km,Diesel,Manual,1st owner,Verified Owner,Mangalavaripeta Rajamahendravaram Andhra Pradesh
2023 Mahindra XUV700,MX D MT 5 STR,₹13.95 lakh,35.60k km,Diesel,Manual,1st owner,Verified Owner,Jawahar Colony Gwalior
2021 Tata NEXON,XZ PLUS (O) DIESEL,₹9.99 lakh,67.82k km,Diesel,Manual,1st owner,Verified Owner,Minal Residency Minal Residency Bhopal
2010 Ford Endeavour,3.0L 4X4 AT,₹3.40 lakh,1.4L km,Diesel,Auto,2nd owner,Verified Owner,Habib Ganj Bhopal
2016 Maruti Vitara Brezza,,₹4.68 lakh,79.92k km,Diesel,Manual,1st owner,CARS24 Assured,"Atal Path, Patna"
2019 Hyundai Elite i20,,₹4.50 lakh,1.9L km,Diesel,Manual,1st owner,Verified Owner,Anand Nagar Morbi Gujarat
2015 Renault Duster,85 PS RXE DIESEL,₹1.75 lakh,1.4L km,Diesel,Manual,1st owner,Verified Owner,Bhiwani Rohtak Division HR
2017 Renault Kwid,RXT 0.8,₹1.48 lakh,64.05k km,Petrol,Manual,1st owner,Verified Owner,Sector 28 Gandhinagar Gujarat
2015 Fiat Punto EVO,,₹2.59 lakh,21.60k km,Diesel,Manual,1st owner,Verified Owner,Bajrang Nagar Kota
2015 Hyundai Grand i10,,₹2.78 lakh,81.76k km,Petrol,Manual,2nd owner,CARS24 Assured,Seawood
2018 Hyundai Grand i10,,₹4.53 lakh,74.03k km,CNG,Manual,1st owner,CARS24 Assured,"Mansarovar, Jaipur"
2018 Ford Figo Aspire,,₹3.72 lakh,37.93k km,Petrol,Manual,1st owner,CARS24 Assured,Seawood
2017 Ford Ecosport,TITANIUM 1.5L DIESEL,₹6.52 lakh,1.4L km,Diesel,Manual,1st owner,Verified Owner,Omaxe City Bahadurgarh
2013 Volkswagen Vento,,₹3.65 lakh,1.1L km,Diesel,Manual,2nd owner,CARS24 Assured,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2017 Hyundai Verna,1.6 CRDI SX + AT,₹8.14 lakh,85.81k km,Diesel,Auto,1st owner,CARS24 Assured,"Bachupally, Hyderabad"
2015 Hyundai Elite i20,,₹4.25 lakh,40.57k km,Petrol,Manual,1st owner,CARS24 Assured,"Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2023 Tata PUNCH,CREATIVE AMT,₹8.51 lakh,6.29k km,Petrol,Auto,1st owner,CARS24 Assured,Nexus Whitefield
2020 Tata NEXON,XZ PLUS PETROL,₹8.48 lakh,68.42k km,Petrol,Manual,3rd owner,Verified Owner,Auto Nagar Vijayawada
2022 Tata Harrier,XZ Plus 2.0Lkryotec halo edition,₹12.00 lakh,48.23k km,Diesel,Manual,1st owner,Verified Owner,Sree Nagar Guwahati
2019 KIA SELTOS,HTX 1.5 PETROL,₹9.75 lakh,62.91k km,Petrol,Manual,1st owner,CARS24 Assured,"Metro Walk, Rohini, New Delhi"
2015 Hyundai Grand i10,,₹1.84 lakh,1.0L km,Diesel,Manual,1st owner,Verified Owner,Amritsar Amritsar Cantt. Punjab
2016 Tata Indica EV2,LS,₹1.43 lakh,1.5L km,Diesel,Manual,1st owner,Verified Owner,Airport-Mattuthavani Ring Road Chinthamani Tamil Nadu
2021 Maruti New Wagon-R,,₹4.71 lakh,22.17k km,Petrol,Manual,1st owner,Verified Owner,Ratan Lal Nagar Kanpur Uttar Pradesh
2017 Hyundai Creta,E PLUS 1.6 PETROL,₹6.82 lakh,54.08k km,Petrol,Manual,1st owner,CARS24 Assured,"Paras Downtown Square, Chandigarh"
2011 Maruti SX4,VDI,₹1.73 lakh,1.1L km,Diesel,Manual,3rd owner,Verified Owner,Vazirabad Nanded
2017 Hyundai Elite i20,,₹3.30 lakh,80.31k km,Diesel,Manual,1st owner,Verified Owner,Budhvihar Alwar Rajasthan
2023 Tata PUNCH,CREATIVE AMT 1.2 RTN DUAL TONE,₹8.60 lakh,19.26k km,Petrol,Auto,1st owner,CARS24 Assured,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2013 Maruti Ertiga,ZDI,₹6.50 lakh,91.24k km,Diesel,Manual,1st owner,Verified Dealer,"Madsangavi, Nashik"
2021 Hyundai NEW SANTRO,,₹5.05 lakh,27.59k km,Petrol,Manual,1st owner,CARS24 Assured,"Kharbi, Nagpur"
2015 Hyundai Xcent,S (O) 1.2,₹4.20 lakh,66.46k km,Petrol,Manual,1st owner,Verified Dealer,"RD Circle Tidake Conoly, Nashik"
2015 Volkswagen Polo,,₹2.99 lakh,35.70k km,Petrol,Manual,2nd owner,CARS24 Assured,"Kandivali, Mumbai"
2021 Hyundai GRAND I10 NIOS,,₹6.10 lakh,74.11k km,CNG,Manual,1st owner,CARS24 Assured,Gandhi Nagar
2021 Tata NEXON,XZA PLUS SUNROOF PETROL,₹8.10 lakh,81.82k km,Petrol,Auto,1st owner,CARS24 Assured,"Mulund West, Mumbai"
2018 Tata TIGOR,XT PETROL,₹2.99 lakh,56.16k km,Petrol,Manual,2nd owner,Verified Owner,Scheme No 2 Alwar Rajasthan
2020 Maruti Dzire,VXI,₹6.19 lakh,94.60k km,Petrol,Manual,1st owner,Verified Dealer,"Cuttack -Puri Bypass Rd, Pandra, Bhubaneswar"
2022 Maruti Baleno,DELTA PETROL 1.2,₹6.05 lakh,24.82k km,Petrol,Manual,1st owner,CARS24 Assured,"Sachin Magdalla Road, Surat"
2022 Hyundai Creta,E 1.5 DIESEL,₹9.95 lakh,30.57k km,Diesel,Manual,1st owner,CARS24 Assured,"Sector-18, Noida"
2021 Honda City,1.5L I-VTEC V MT 4TH GEN,₹7.90 lakh,24.19k km,Petrol,Manual,1st owner,CARS24 Assured,"Kharbi, Nagpur"
2014 Hyundai Grand i10,ASTA 1.1 CRDI,₹3.11 lakh,63.35k km,Diesel,Manual,1st owner,Verified Owner,Rammana Layout Bengaluru
2023 Renault TRIBER,RXL MT,₹6.14 lakh,19.32k km,Petrol,Manual,1st owner,CARS24 Assured,"Kompally, Hyderabad"
2019 Hyundai Creta,EX 1.4 DIESEL,₹6.92 lakh,1.9L km,Diesel,Manual,3rd owner,Verified Owner,Ambika Society Palanpur Gujarat
2010 Maruti Swift,VDI ABS,₹1.69 lakh,1.3L km,Diesel,Manual,1st owner,Verified Owner,Ambikavani Ambikapur
2016 Volkswagen Ameo,,₹3.50 lakh,1.4L km,Diesel,Manual,2nd owner,Verified Owner,Veerappampalayam Erode
2019 Honda BR-V,1.5L I-VTEC S,₹6.58 lakh,96.76k km,Petrol,Manual,1st owner,CARS24 Assured,"Kakkanad, Kochi"
2020 Renault TRIBER,RXZ,₹5.07 lakh,11.87k km,Petrol,Manual,2nd owner,CARS24 Assured,"Atal Path, Patna"
2024 Tata PUNCH,PURE MT,₹6.10 lakh,6.60k km,Petrol,Manual,1st owner,CARS24 Assured,"Mulund West, Mumbai"
2016 Ford Ecosport,TITANIUM 1.5L PETROL AT,₹4.89 lakh,84.98k km,Petrol,Auto,1st owner,CARS24 Assured,"M3M Urbana, Golf Course Ext., Gurugram"
2017 Volkswagen Polo,,₹5.60 lakh,59.03k km,Petrol,Manual,1st owner,CARS24 Assured,"Vaishnavi Sapphire Centre, Yeswanthpur"
2019 Ford Ecosport,TITANIUM 1.5L DIESEL,₹6.60 lakh,90.20k km,Diesel,Manual,1st owner,CARS24 Assured,"Mansarovar, Jaipur"
2021 Nissan MAGNITE,XL,₹5.12 lakh,37.40k km,Petrol,Manual,2nd owner,CARS24 Assured,"Nexus Vijaya Mall, Vadapalani"
2018 Honda City,1.5L I-VTEC SV,₹6.62 lakh,21.06k km,Petrol,Manual,1st owner,Verified Owner,Jajmau Sub Metro City Kanpur Uttar Pradesh
2021 Maruti Baleno,ZETA CVT PETROL 1.2,₹6.70 lakh,2.41k km,Petrol,Auto,2nd owner,CARS24 Assured,"Mulund West, Mumbai"
2018 Maruti IGNIS,ZETA 1.2 AMT,₹4.85 lakh,80.18k km,Petrol,Auto,2nd owner,CARS24 Assured,"Bachupally, Hyderabad"
2024 Maruti FRONX,SIGMA 1.2 MT,₹6.86 lakh,14.48k km,Petrol,Manual,1st owner,Verified Owner,Patel Nagar Bhopal Madhya Pradesh
2019 Maruti Dzire,VXI,₹4.58 lakh,1.0L km,Petrol,Manual,2nd owner,CARS24 Assured,"Regency Anantam, Dombivli East"
2012 Maruti Alto K10,VXI,₹1.50 lakh,35.20k km,Petrol,Manual,1st owner,Verified Owner,Kalyanpur Kanpur Uttar Pradesh
2020 Honda City,1.5L I-VTEC VX,₹8.17 lakh,16.34k km,Petrol,Manual,1st owner,CARS24 Assured,"Metro Walk, Rohini, New Delhi"
2011 Maruti Swift,ZXI,₹2.19 lakh,91.41k km,Petrol,Manual,1st owner,Verified Owner,Ajay Nagar Ajmer Rajasthan
2020 Renault TRIBER,RXZ,₹5.72 lakh,58.68k km,Petrol,Manual,1st owner,CARS24 Assured,"GT World Mall, Bengaluru"
2015 Volkswagen Polo,,₹1.70 lakh,93.97k km,Diesel,Manual,4th owner,Verified Owner,Bhubaneswar Paikarapur Odisha
2022 Nissan MAGNITE,XV RED EDITION,₹5.40 lakh,35.05k km,Petrol,Manual,1st owner,CARS24 Assured,"Newtown, Kolkata"
2020 KIA SONET,GTX PLUS 1.0 DCT,₹7.65 lakh,54.23k km,Petrol,Auto,2nd owner,CARS24 Assured,"Atal Path, Patna"
2016 Datsun Redi Go,S,₹1.39 lakh,56.37k km,Petrol,Manual,2nd owner,Verified Owner,Bagdogra Bhujiapani
2022 Hyundai VENUE,S+ 1.2,₹6.48 lakh,41.46k km,Petrol,Manual,2nd owner,CARS24 Assured,"Gomti Nagar, Lucknow"
2018 Tata NEXON,XZA PLUS DIESEL,₹7.85 lakh,1.2L km,Diesel,Auto,2nd owner,CARS24 Assured,"Bachupally, Hyderabad"
2021 Hyundai GRAND I10 NIOS,,₹5.70 lakh,23.99k km,Petrol,Auto,2nd owner,CARS24 Assured,"Navalur, Chennai"
2023 KIA SONET,HTK PLUS 1.0 IMT,₹9.64 lakh,20.78k km,Petrol,Manual,1st owner,CARS24 Assured,"Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2009 Hyundai i20,ASTA (O) 1.2,₹2.15 lakh,68.00k km,Petrol,Manual,2nd owner,Verified Dealer,"Bahu Bazaar ,Dhumsatoli, Ranchi"
2016 Hyundai i10,MAGNA 1.1,₹3.26 lakh,76.47k km,Petrol,Manual,1st owner,Verified Dealer,"Near Diwan Hopital, Keduwan Nagar, Raipur"
2013 Maruti Swift Dzire,ZXI,₹3.45 lakh,60.13k km,Petrol,Manual,2nd owner,Verified Dealer,"Near Dabali Dali, Ranchi"
2010 Hyundai i10,ASTA 1.2 AT SUNROOF,₹1.78 lakh,56.38k km,Petrol,Auto,2nd owner,Verified Owner,Shri Ram Nagar Khopoli
2021 Maruti Alto,VXI,₹3.70 lakh,8.65k km,Petrol,Manual,1st owner,CARS24 Assured,"Navalur, Chennai"
2019 Toyota Glanza,G ISG,₹4.95 lakh,87.24k km,Petrol,Manual,1st owner,CARS24 Assured,"CARS24 Network, Sec-11 Faridabad"
2010 Maruti Alto,LXI,₹1.00 lakh,47.45k km,Petrol,Manual,2nd owner,Verified Owner,Bahadurgarh Sankhol Haryana
2015 Hyundai Verna,FLUIDIC 4S 1.6 VTVT S(O),₹5.05 lakh,1.1L km,Petrol,Manual,2nd owner,CARS24 Assured,"Bachupally, Hyderabad"
2021 Hyundai VENUE,S 1.2,₹6.53 lakh,14.62k km,Petrol,Manual,1st owner,CARS24 Assured,"Dewas Naka, Lasudia Mori"
2016 Maruti Wagon R 1.0,VXI,₹3.11 lakh,86.65k km,Petrol,Manual,2nd owner,Verified Owner,Nemai Tirtha Road Baidyabati West Bengal
2018 Honda City,1.5L I-VTEC V MT,₹7.21 lakh,53.11k km,Petrol,Manual,1st owner,CARS24 Assured,Nexus Whitefield
2018 Tata Tiago,XM PETROL,₹3.29 lakh,66.02k km,Petrol,Manual,1st owner,CARS24 Assured,"Paras Downtown Square, Chandigarh"
2022 KIA SONET,HTE 1.2,₹7.93 lakh,17.29k km,Petrol,Manual,1st owner,CARS24 Assured,Gandhi Nagar
2018 Hyundai Grand i10,,₹5.20 lakh,70.47k km,Petrol,Auto,1st owner,CARS24 Assured,"Thiruverkadu, Chennai"
2019 Hyundai Elite i20,,₹6.70 lakh,69.80k km,Petrol,Auto,1st owner,CARS24 Assured,"Kompally, Hyderabad"
2012 Skoda Superb,,₹3.23 lakh,76.08k km,Diesel,Auto,1st owner,Verified Owner,Parao Ajmer Rajasthan
2024 Tata NEXON,Creative Plus 1.5 Revotorq 6AMT Dark Edition,₹13.70 lakh,33.02k km,Diesel,Auto,1st owner,CARS24 Assured,"Kharbi, Nagpur"
2017 Tata TIGOR,XZ PETROL,₹3.62 lakh,57.68k km,Petrol,Manual,1st owner,CARS24 Assured,"Kharbi, Nagpur"
2021 Hyundai VENUE,S 1.2,₹5.87 lakh,41.89k km,Petrol,Manual,2nd owner,Verified Owner,Kabir Colony Alwar Rajasthan
2019 Maruti Ertiga,ZXI+ SHVS,₹8.10 lakh,35.52k km,Petrol,Manual,1st owner,CARS24 Assured,"Metro Walk, Rohini, New Delhi"
2017 Tata Hexa,XE 4X2 7 STR,₹4.77 lakh,1.5L km,Diesel,Manual,1st owner,Verified Owner,Nutan Nagar Agartala
2015 Hyundai Grand i10,,₹1.11 lakh,70.00k km,Diesel,Manual,4th owner,Verified Owner,Gumanpura Kota Rajasthan
2017 Jeep Compass,SPORT 2.0 DIESEL,₹7.04 lakh,73.55k km,Diesel,Manual,2nd owner,CARS24 Assured,Seawood
2017 Hyundai Grand i10,,₹3.47 lakh,85.51k km,CNG,Manual,2nd owner,CARS24 Assured,"Metro Walk, Rohini, New Delhi"
2023 KIA SONET,HTK PLUS 1.0 TURBO PETROL IMT,₹10.06 lakh,14.60k km,Petrol,Manual,1st owner,CARS24 Assured,"Nexus Vijaya Mall, Vadapalani"
2018 Maruti Baleno,DELTA PETROL 1.2,₹4.32 lakh,42.61k km,Petrol,Manual,2nd owner,CARS24 Assured,"Metro Walk, Rohini, New Delhi"
2022 Tata NEXON,XZA PLUS DIESEL DARK EDITION,₹10.30 lakh,31.73k km,Diesel,Auto,1st owner,CARS24 Assured,"Dewas Naka, Lasudia Mori"
2019 Hyundai Creta,SX 1.6 PETROL,₹7.64 lakh,48.46k km,Petrol,Manual,1st owner,CARS24 Assured,"Gomti Nagar, Lucknow"
2020 Ford Ecosport,,₹6.83 lakh,77.67k km,Petrol,Auto,1st owner,CARS24 Assured,"Sachin Magdalla Road, Surat"
2019 Maruti Baleno,ZETA PETROL 1.2,₹5.85 lakh,77.87k km,Petrol,Manual,1st owner,CARS24 Assured,"CARS24 Network, NH16 Service Road, Guntur"
2022 Maruti Swift,VXI AMT,₹6.45 lakh,48.89k km,Petrol,Auto,1st owner,CARS24 Assured,"Kompally, Hyderabad"
2014 Maruti Swift Dzire,VDI,₹2.30 lakh,1.9L km,Diesel,Manual,3rd owner,Verified Owner,Sector 18 Gurugram
2017 Maruti Celerio,ZXI AMT (O),₹4.64 lakh,60.56k km,Petrol,Auto,1st owner,CARS24 Assured,"Kakkanad, Kochi"
2021 Hyundai GRAND I10 NIOS,,₹3.78 lakh,18.09k km,Petrol,Manual,2nd owner,Verified Owner,Swaraj Nagar Kanpur
2018 Hyundai Creta,E PLUS 1.4 DIESEL,₹6.29 lakh,80.76k km,Diesel,Manual,2nd owner,CARS24 Assured,"Metro Walk, Rohini, New Delhi"
2023 Hyundai NEW I20,,₹6.00 lakh,8.51k km,Petrol,Manual,1st owner,Verified Owner,Jajmau Kanpur Uttar Pradesh
2021 Honda City,1.5L I-VTEC VX CVT,₹11.00 lakh,51.60k km,Petrol,Auto,1st owner,Verified Owner,Vallabh Vidyanagar Anand Gujarat
2018 Hyundai Elite i20,ASTA 1.4 CRDI (O),₹6.80 lakh,43.67k km,Diesel,Manual,2nd owner,Verified Owner,Aasiriyar Nagar Vellore Tamil Nadu
2019 Renault TRIBER,RXT,₹4.96 lakh,39.14k km,Petrol,Manual,2nd owner,CARS24 Assured,"Navalur, Chennai"
2018 Nissan Terrano,XL D Plus,₹6.99 lakh,2.2L km,Diesel,Manual,1st owner,Verified Owner,Thakurain mandir Goshainganj Uttar Pradesh
2020 KIA SONET,GTX PLUS 1.0 DCT,₹8.85 lakh,31.00k km,Petrol,Auto,1st owner,CARS24 Assured,"Metro Walk, Rohini, New Delhi"
2023 Tata NEXON,CREATIVE 1.2 REVOTRON 7 DCA,₹10.58 lakh,33.36k km,Petrol,Auto,1st owner,CARS24 Assured,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
2014 Hyundai Elite i20,ASTA 1.2,₹3.84 lakh,21.65k km,Petrol,Manual,1st owner,CARS24 Assured,"Metro Walk, Rohini, New Delhi"
2015 Hyundai i20 Active,1.4 SX,₹2.80 lakh,87.62k km,Diesel,Manual,2nd owner,Verified Owner,Chopasni Housing Board Jodhpur Rajasthan
2016 Maruti Swift Dzire,VXI,₹3.00 lakh,25.90k km,Petrol,Manual,1st owner,Verified Owner,Shivlok Colony Hapur
2016 Renault Kwid,RXL,₹2.40 lakh,90.01k km,Petrol,Manual,2nd owner,Verified Dealer,"Shastri Nagar Govind Nagar, Kanpur"
2018 Hyundai Verna,1.6 EX CRDI,₹5.40 lakh,88.03k km,Diesel,Manual,3rd owner,Verified Owner,Sector 38 Gurugram
2015 Ford Figo Aspire,TREND 1.5 DIESEL,₹4.03 lakh,1.4L km,Diesel,Manual,1st owner,Verified Owner,Jawahar Nagar Kolhapur Maharashtra
2020 Hyundai VENUE,SX 1.0 TURBO,₹7.64 lakh,39.55k km,Petrol,Manual,1st owner,CARS24 Assured,"Mansarovar, Jaipur"
2014 Nissan Terrano,XE (D),₹2.60 lakh,1.5L km,Diesel,Manual,5th owner,Verified Owner,Katihalli Hassan
2019 Honda City,1.5L I-VTE V CVT,₹8.12 lakh,40.37k km,Petrol,Auto,1st owner,CARS24 Assured,"Navalur, Chennai"
2023 Tata TIGOR,XM PETROL,₹6.14 lakh,14.24k km,Petrol,Manual,2nd owner,Verified Owner,Ramamurthy Nagar Nellore
2018 Volkswagen Polo,,₹4.65 lakh,57.33k km,Petrol,Manual,1st owner,Verified Owner,M.C.Colony Bhiwani Haryana
2015 Datsun Go,T,₹1.67 lakh,50.58k km,Petrol,Manual,1st owner,CARS24 Assured,"Mulund West, Mumbai"
2021 Hyundai NEW I20,,₹5.35 lakh,62.54k km,Petrol,Manual,2nd owner,Verified Owner,Sushant City Kurukshetra
2014 Maruti Alto 800,LXI CNG,₹1.40 lakh,1.8L km,Petrol,Manual,3rd owner,Verified Owner,Gulbani Nagar Deesa
2014 Hyundai Sonata,2.4 GDI MT,₹5.42 lakh,88.64k km,Petrol,Manual,2nd owner,Verified Owner,Dhan Mandi Hanumangarh
2018 Ford Figo Aspire,,₹3.64 lakh,84.27k km,Petrol,Manual,1st owner,CARS24 Assured,"Naroda, Ahmedabad"
2015 Hyundai i20 Active,1.2 S,₹3.72 lakh,87.58k km,Petrol,Manual,2nd owner,CARS24 Assured,"Navalur, Chennai"
2010 Hyundai Verna,,₹3.52 lakh,1.2L km,Diesel,Manual,2nd owner,Verified Owner,Gora Bazar Berhampore
2019 Maruti Celerio X,ZXI,₹4.71 lakh,22.50k km,Petrol,Manual,1st owner,CARS24 Assured,"Tathawade, Pune"
2023 Mahindra BOLERO NEO,,₹10.52 lakh,43.84k km,Diesel,Manual,1st owner,CARS24 Assured,"Upperpally, Attapur, Hyderabad"
2018 Volkswagen Polo,,₹4.49 lakh,79.70k km,Petrol,Manual,1st owner,CARS24 Assured,"Mansarovar, Jaipur"
2018 Hyundai Eon,SPORTZ,₹1.83 lakh,85.38k km,Petrol,Manual,2nd owner,Verified Owner,Amanaka Raipur Chhattisgarh
2017 Maruti Wagon R 1.0,VXI,₹3.23 lakh,72.31k km,Petrol,Manual,1st owner,CARS24 Assured,"Sachin Magdalla Road, Surat"
2017 Hyundai Elite i20,ASTA 1.2,₹5.01 lakh,85.72k km,Petrol,Manual,2nd owner,Verified Owner,Maynaguri Jalpaiguri
2022 KIA SELTOS,HTX 1.5 DIESEL,₹13.65 lakh,54.31k km,Diesel,Manual,1st owner,Verified Owner,Bistupur Jamshedpur
